"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"5001600US0645","Congressional District 45 (116th Congress), California","281965","5257","5.0","0.8","2.7","0.6","3.4","0.6","3.9","0.7","5.8","0.7","10.8","1.1","11.2","0.8","20.6","1.4","14.1","1.2","22.5","1.4","115427","3441","145091","4374","34.4","(X)","(X)","(X)","(X)","(X)","195337","3990","2.7","0.7","1.3","0.5","1.9","0.5","3.4","0.7","4.8","0.9","8.9","1.3","10.6","1.1","21.7","1.8","16.6","1.5","28.1","1.9","137275","4713","167462","5384","(X)","(X)","35.1","(X)","(X)","(X)","158959","5108","1.8","0.6","0.9","0.4","1.6","0.5","2.3","0.5","3.6","0.7","7.6","1.3","10.0","1.3","21.4","1.8","18.8","1.6","32.0","2.2","151693","5233","183156","6327","(X)","(X)","(X)","(X)","(X)","(X)","86628","5117","10.7","1.9","5.8","1.5","7.1","1.7","5.9","1.4","8.2","1.3","15.6","2.4","12.6","1.9","18.7","2.4","7.1","1.8","8.3","1.7","67642","6583","88234","5481","(X)","(X)","(X)","(X)","31.5","(X)"
"5001600US0646","Congressional District 46 (116th Congress), California","194502","4358","3.4","0.7","2.7","0.6","5.9","1.0","7.5","1.2","11.0","1.3","21.3","1.4","14.5","1.4","18.5","1.6","8.3","1.1","6.8","0.9","71800","2670","91091","2634","60.2","(X)","(X)","(X)","(X)","(X)","149507","3834","2.8","0.7","1.5","0.5","4.9","0.9","7.8","1.4","12.0","1.5","20.8","1.7","15.0","1.6","19.7","1.8","8.5","1.2","7.1","1.1","75406","3821","93162","3040","(X)","(X)","62.1","(X)","(X)","(X)","102392","3935","0.9","0.5","1.0","0.4","3.7","0.9","6.6","1.6","9.8","1.5","20.7","2.1","15.7","1.9","22.7","2.3","10.0","1.5","8.8","1.4","85296","3906","103145","3693","(X)","(X)","(X)","(X)","(X)","(X)","44995","3323","8.7","2.6","8.5","2.1","9.7","2.4","8.3","2.4","11.5","2.7","20.5","2.5","12.2","2.2","12.8","2.3","4.8","1.7","3.0","1.2","54060","5416","68327","6636","(X)","(X)","(X)","(X)","48.9","(X)"
"5001600US0647","Congressional District 47 (116th Congress), California","243994","5978","5.7","0.8","4.0","0.8","7.9","0.9","7.3","1.0","10.0","1.0","16.5","1.4","11.5","0.9","17.5","1.0","8.8","0.9","10.9","0.9","72493","2251","97076","2832","42.6","(X)","(X)","(X)","(X)","(X)","159715","3508","3.7","0.9","2.0","0.6","6.7","1.1","6.7","1.3","9.3","1.1","15.9","1.3","12.0","1.4","18.8","1.4","11.0","1.4","13.9","1.3","86308","4599","111474","4213","(X)","(X)","43.9","(X)","(X)","(X)","110742","3984","1.6","0.7","1.8","0.8","5.2","1.0","4.5","1.1","7.7","1.4","14.3","1.6","11.5","1.4","22.4","1.8","13.1","1.8","17.8","1.6","104840","5091","128677","5052","(X)","(X)","(X)","(X)","(X)","(X)","84279","5432","11.7","1.9","7.9","1.7","10.5","1.9","9.5","1.9","12.0","2.0","17.8","2.4","9.9","1.4","13.2","1.8","4.1","1.0","3.3","1.0","46574","4621","61766","3010","(X)","(X)","(X)","(X)","37.8","(X)"
"5001600US0648","Congressional District 48 (116th Congress), California","264799","5415","3.6","0.6","2.2","0.5","5.2","0.7","5.1","0.7","8.3","1.0","12.5","1.1","12.6","1.1","19.1","1.1","11.3","1.2","20.1","1.3","100604","2589","141950","5446","40.3","(X)","(X)","(X)","(X)","(X)","171552","4429","1.8","0.6","1.5","0.6","4.4","0.9","4.4","0.9","7.4","1.3","10.9","1.2","12.4","1.3","19.0","1.3","13.5","1.6","24.6","1.7","115713","5598","161859","7168","(X)","(X)","42.8","(X)","(X)","(X)","131604","4741","0.8","0.4","1.2","0.7","2.8","0.8","3.9","1.0","6.1","1.2","9.4","1.2","10.6","1.3","20.4","1.6","15.2","1.8","29.8","2.1","135195","6044","N","N","(X)","(X)","(X)","(X)","(X)","(X)","93247","4688","7.2","1.5","3.8","1.0","7.5","1.6","7.0","1.3","10.4","2.1","16.0","1.9","13.4","1.9","17.4","1.9","7.1","1.2","10.3","1.8","70691","5138","99911","9468","(X)","(X)","(X)","(X)","34.3","(X)"
"5001600US0649","Congressional District 49 (116th Congress), California","253903","5839","3.0","0.5","2.1","0.5","4.3","0.7","6.0","0.9","9.2","1.2","12.8","1.1","12.6","1.2","19.1","1.4","10.8","1.0","20.1","1.3","100037","3077","141535","4742","31.3","(X)","(X)","(X)","(X)","(X)","180750","4476","2.0","0.5","0.5","0.3","2.7","0.7","4.7","1.0","7.9","1.3","12.1","1.4","12.9","1.5","19.6","1.5","12.3","1.2","25.2","1.6","117367","5328","159488","6105","(X)","(X)","31.0","(X)","(X)","(X)","146383","4781","0.9","0.4","0.2","0.1","1.7","0.5","3.2","0.9","6.7","1.3","10.9","1.6","11.9","1.6","20.9","1.7","13.7","1.4","29.9","1.9","133815","5148","N","N","(X)","(X)","(X)","(X)","(X)","(X)","73153","5006","6.5","1.4","6.2","1.5","8.8","1.6","9.7","1.9","12.8","2.3","14.9","2.0","12.0","1.8","16.4","2.8","5.9","1.6","6.7","1.6","59315","5028","89269","6962","(X)","(X)","(X)","(X)","29.9","(X)"
"5001600US0650","Congressional District 50 (116th Congress), California","245557","5586","5.4","0.9","2.4","0.6","6.8","0.9","6.8","1.1","10.3","1.0","16.6","1.2","12.3","1.1","18.6","1.4","9.9","1.0","10.8","1.1","78346","4093","101442","3277","36.1","(X)","(X)","(X)","(X)","(X)","178798","4193","3.3","0.8","1.7","0.6","5.3","0.8","5.5","1.0","9.3","1.4","16.4","1.4","13.7","1.5","20.3","1.7","11.5","1.2","13.0","1.3","90176","3701","113219","3954","(X)","(X)","36.5","(X)","(X)","(X)","134393","4615","1.3","0.5","0.7","0.4","4.0","1.0","4.0","1.0","7.1","1.4","15.8","1.7","13.8","1.5","23.7","1.9","13.5","1.5","16.0","1.5","104520","3764","128637","4937","(X)","(X)","(X)","(X)","(X)","(X)","66759","4786","13.8","2.8","5.4","1.5","12.3","2.5","10.0","2.5","14.0","2.5","16.7","2.4","8.5","2.1","11.1","2.1","4.0","1.3","4.1","1.7","42302","3458","60469","4542","(X)","(X)","(X)","(X)","32.2","(X)"
"5001600US0651","Congressional District 51 (116th Congress), California","207851","5888","4.8","1.0","7.6","1.1","9.8","1.1","10.1","1.1","15.0","1.4","17.5","1.3","14.0","1.4","13.6","1.1","4.6","0.9","3.0","0.6","52471","1982","68571","2248","49.1","(X)","(X)","(X)","(X)","(X)","153863","5249","3.0","0.8","4.9","1.0","8.6","1.3","10.4","1.4","15.9","1.8","19.0","1.5","14.5","1.6","14.8","1.3","5.4","1.1","3.4","0.7","57678","2362","74262","2713","(X)","(X)","50.9","(X)","(X)","(X)","98807","5283","0.9","0.5","3.8","1.3","7.5","1.6","8.6","1.4","13.4","2.1","18.1","2.0","16.7","2.3","18.9","1.8","7.3","1.7","4.8","1.0","71430","3812","86180","3507","(X)","(X)","(X)","(X)","(X)","(X)","53988","4330","12.1","2.6","16.2","3.3","15.4","2.8","10.2","2.4","12.8","2.4","14.1","2.8","9.7","2.0","6.9","2.1","1.4","0.8","1.2","0.6","31023","3352","44881","3551","(X)","(X)","(X)","(X)","39.5","(X)"
"5001600US0652","Congressional District 52 (116th Congress), California","287694","6357","4.2","0.7","3.0","0.5","4.0","0.7","3.8","0.7","7.1","0.9","11.8","1.2","12.2","1.2","21.0","1.3","12.3","1.0","20.8","1.2","106524","4446","138669","4124","31.7","(X)","(X)","(X)","(X)","(X)","179266","5362","2.1","0.7","1.1","0.5","2.0","0.6","3.1","0.7","5.9","1.0","9.8","1.5","11.5","1.7","21.5","1.5","15.8","1.5","27.1","1.7","130779","5297","163470","5446","(X)","(X)","29.4","(X)","(X)","(X)","145602","5465","1.1","0.5","0.8","0.4","1.6","0.6","2.3","0.7","5.1","1.1","8.0","1.3","10.2","1.6","22.2","1.6","17.0","1.7","31.7","2.0","146794","5619","179481","6570","(X)","(X)","(X)","(X)","(X)","(X)","108428","5667","7.6","1.4","6.4","1.3","7.4","1.6","5.3","1.2","10.1","1.7","15.3","1.8","13.0","1.8","19.6","2.4","6.5","1.2","8.9","1.5","70773","4417","92646","5313","(X)","(X)","(X)","(X)","33.8","(X)"
"5001600US0653","Congressional District 53 (116th Congress), California","276264","6263","3.7","0.6","2.7","0.5","6.3","0.9","6.0","0.8","9.1","1.0","17.1","1.3","15.9","1.5","19.3","1.5","9.8","1.0","10.0","1.0","82083","2672","105290","3486","39.4","(X)","(X)","(X)","(X)","(X)","173394","5596","2.2","0.8","1.0","0.5","4.4","0.9","5.6","1.0","8.7","1.4","16.1","1.8","16.3","2.1","21.5","1.8","11.3","1.2","12.8","1.3","93294","4493","117960","3722","(X)","(X)","41.0","(X)","(X)","(X)","127479","4615","1.1","0.5","1.0","0.5","3.1","0.9","4.1","1.1","7.2","1.2","13.8","2.1","16.2","2.0","24.3","2.2","13.4","1.4","15.9","1.7","108192","5731","132280","4795","(X)","(X)","(X)","(X)","(X)","(X)","102870","5679","7.3","1.5","5.6","1.2","9.6","2.0","7.3","1.4","10.8","1.6","19.7","2.3","15.4","2.5","14.7","2.3","5.2","1.4","4.5","1.3","61289","2876","78286","6957","(X)","(X)","(X)","(X)","35.4","(X)"
"5001600US0801","Congressional District 1 (116th Congress), Colorado","368498","4047","5.1","0.7","3.5","0.6","6.2","0.8","6.8","0.9","9.8","1.0","16.7","1.1","12.5","0.9","18.4","1.2","8.9","0.7","12.0","0.8","77507","2381","109121","3045","32.2","(X)","(X)","(X)","(X)","(X)","183733","5578","2.5","0.8","2.4","0.8","4.5","1.0","5.0","1.0","7.7","1.3","13.9","1.6","13.3","1.3","21.4","1.8","11.6","1.2","17.7","1.3","101492","4097","136528","4415","(X)","(X)","34.4","(X)","(X)","(X)","134850","5078","1.2","0.6","1.6","0.8","2.2","0.6","2.6","0.8","5.0","1.0","12.6","1.9","13.1","1.6","24.6","2.2","14.1","1.6","23.0","1.7","121739","4824","158764","5514","(X)","(X)","(X)","(X)","(X)","(X)","184765","6117","8.0","1.2","4.7","0.9","8.2","1.3","8.8","1.3","12.3","1.3","20.3","1.7","11.6","1.3","14.7","1.5","5.8","1.0","5.7","0.9","59048","3299","78829","3796","(X)","(X)","(X)","(X)","29.3","(X)"
"5001600US0802","Congressional District 2 (116th Congress), Colorado","333774","4406","4.7","0.6","2.6","0.5","5.6","0.8","5.3","0.6","8.7","0.8","15.7","1.2","13.8","1.0","18.3","1.2","10.6","0.8","14.5","0.9","87585","2225","121316","3667","34.3","(X)","(X)","(X)","(X)","(X)","203230","4511","1.7","0.4","0.9","0.4","2.5","0.8","3.5","0.7","6.6","0.9","14.3","1.4","13.3","1.2","23.0","1.8","14.0","1.4","20.2","1.3","114112","3654","149026","5389","(X)","(X)","32.3","(X)","(X)","(X)","173669","4136","1.2","0.4","0.3","0.3","1.7","0.8","2.5","0.7","5.4","0.8","13.0","1.4","13.4","1.2","24.5","1.9","15.6","1.5","22.4","1.6","123326","3193","156707","4750","(X)","(X)","(X)","(X)","(X)","(X)","130544","4727","10.0","1.6","5.3","1.1","10.6","1.5","8.5","1.0","12.7","1.6","18.3","1.7","13.7","2.0","11.2","1.5","4.8","0.8","4.9","0.8","53110","3222","75151","4709","(X)","(X)","(X)","(X)","36.6","(X)"
"5001600US0803","Congressional District 3 (116th Congress), Colorado","303788","4670","6.6","0.7","4.7","0.8","8.5","0.9","8.9","0.8","13.7","1.1","18.0","1.3","13.8","1.2","14.7","1.1","5.1","0.6","5.9","0.6","59973","1781","82360","3388","39.0","(X)","(X)","(X)","(X)","(X)","195511","4755","3.0","0.6","2.6","0.7","5.7","0.9","8.5","1.2","13.3","1.3","17.9","1.6","17.1","1.5","18.5","1.5","6.3","0.9","7.3","0.9","73710","2824","94846","3659","(X)","(X)","37.8","(X)","(X)","(X)","154277","5511","1.6","0.6","1.5","0.6","3.9","0.8","6.3","1.1","12.5","1.4","17.9","1.7","18.7","1.8","21.6","1.8","7.1","1.0","8.9","1.0","83527","2505","105882","4476","(X)","(X)","(X)","(X)","(X)","(X)","108277","4800","13.7","1.7","8.9","1.7","14.4","2.0","10.8","1.5","14.7","1.9","17.2","2.1","8.3","1.4","6.7","1.2","2.1","0.7","3.2","1.0","36948","2369","56195","5744","(X)","(X)","(X)","(X)","39.8","(X)"
"5001600US0804","Congressional District 4 (116th Congress), Colorado","318691","3292","3.9","0.5","3.0","0.5","6.1","0.6","7.0","0.7","9.0","0.8","15.8","1.0","14.5","1.0","20.4","1.3","10.1","0.8","10.2","0.7","83609","2729","105445","2566","33.4","(X)","(X)","(X)","(X)","(X)","228480","4755","1.7","0.5","1.3","0.4","3.6","0.6","5.7","0.7","7.3","0.8","15.6","1.2","15.9","1.2","24.2","1.5","12.2","0.9","12.5","0.9","98139","2347","121257","3346","(X)","(X)","32.4","(X)","(X)","(X)","185418","5473","0.6","0.2","0.6","0.3","2.2","0.5","4.1","0.6","5.5","0.7","14.3","1.4","17.2","1.3","26.6","1.7","13.9","1.1","15.0","1.1","108982","2932","134312","3984","(X)","(X)","(X)","(X)","(X)","(X)","90211","5070","10.1","1.5","7.8","1.4","12.7","1.9","11.5","1.7","13.6","1.6","16.4","2.0","10.9","1.9","10.0","2.0","4.2","1.3","2.8","0.7","42776","3291","60085","3352","(X)","(X)","(X)","(X)","33.5","(X)"
"5001600US0805","Congressional District 5 (116th Congress), Colorado","305276","3574","4.4","0.7","3.1","0.6","6.9","0.9","7.3","0.8","11.7","1.0","19.8","1.2","14.3","1.3","17.3","1.2","8.0","0.8","7.1","0.7","71244","1829","91125","2568","34.8","(X)","(X)","(X)","(X)","(X)","207632","5080","2.4","0.6","1.2","0.5","4.9","1.0","5.3","0.8","10.3","1.1","20.3","1.5","15.3","1.5","20.8","1.6","10.4","1.1","9.1","0.9","84402","3431","105654","3274","(X)","(X)","33.7","(X)","(X)","(X)","164175","4503","0.9","0.3","0.5","0.3","2.4","0.8","4.2","0.7","9.3","1.2","19.6","1.6","16.1","1.7","23.4","1.9","12.5","1.3","11.0","1.2","95654","3225","117523","3936","(X)","(X)","(X)","(X)","(X)","(X)","97644","4707","9.9","1.7","6.9","1.5","13.4","1.9","12.2","1.9","13.9","1.8","19.0","2.1","11.9","1.9","8.1","1.5","2.8","0.9","1.9","0.6","41508","2452","55051","2610","(X)","(X)","(X)","(X)","35.3","(X)"
"5001600US0806","Congressional District 6 (116th Congress), Colorado","301487","3572","3.5","0.6","1.5","0.4","4.5","0.7","5.5","0.7","10.1","1.0","17.5","1.1","13.8","0.9","19.4","1.1","11.9","1.0","12.2","0.8","87312","2967","113012","2507","31.4","(X)","(X)","(X)","(X)","(X)","207028","4549","1.8","0.6","0.7","0.3","2.8","0.7","3.9","0.8","7.4","1.1","16.0","1.2","13.8","1.2","23.0","1.4","15.0","1.2","15.6","1.2","106287","2840","130084","3263","(X)","(X)","31.5","(X)","(X)","(X)","158792","4485","0.8","0.5","0.2","0.2","1.3","0.5","2.8","0.8","5.0","0.9","13.6","1.2","13.8","1.4","25.4","1.8","17.9","1.5","19.2","1.5","121512","3215","146349","4168","(X)","(X)","(X)","(X)","(X)","(X)","94459","4248","7.9","1.7","3.3","1.1","8.7","1.6","9.5","1.4","17.3","2.1","22.0","2.4","12.6","1.7","11.1","1.6","3.7","0.9","3.9","0.9","52765","2708","70570","4047","(X)","(X)","(X)","(X)","29.6","(X)"
"5001600US0807","Congressional District 7 (116th Congress), Colorado","303589","3665","3.7","0.6","2.1","0.4","5.8","0.7","6.3","0.7","11.2","1.0","19.3","1.2","14.0","1.1","19.7","1.2","8.9","0.7","9.1","0.7","77164","1984","99332","2689","35.8","(X)","(X)","(X)","(X)","(X)","196230","4576","2.8","0.8","1.9","0.6","3.2","0.8","4.2","0.9","9.3","1.1","17.5","1.5","13.8","1.4","23.7","1.5","11.8","1.0","11.8","0.9","94984","3226","114182","3528","(X)","(X)","36.8","(X)","(X)","(X)","145586","4687","1.3","0.6","0.9","0.6","1.8","0.6","3.1","0.9","7.0","1.2","15.3","1.6","14.0","1.5","27.5","1.9","14.2","1.3","14.8","1.3","108963","2831","129288","4510","(X)","(X)","(X)","(X)","(X)","(X)","107359","4496","6.5","1.1","2.9","0.7","11.0","1.4","10.2","1.6","15.6","1.8","23.4","2.2","13.7","1.8","10.7","1.5","2.9","0.8","3.1","0.9","52058","1314","66104","3140","(X)","(X)","(X)","(X)","32.4","(X)"
"5001600US0901","Congressional District 1 (116th Congress), Connecticut","280863","4121","6.6","0.8","4.1","0.9","7.0","0.9","6.5","0.8","10.0","0.9","15.5","1.0","13.2","1.0","18.0","1.3","9.5","0.9","9.6","0.7","75502","2214","99066","3467","36.6","(X)","(X)","(X)","(X)","(X)","176009","4885","3.1","0.7","2.1","0.7","4.4","1.1","4.5","0.8","9.0","1.3","14.4","1.4","14.2","1.4","22.2","1.8","12.5","1.3","13.6","1.1","96879","3292","121302","5101","(X)","(X)","39.3","(X)","(X)","(X)","123580","3891","1.5","0.6","0.7","0.5","1.5","0.5","2.3","0.6","6.1","1.1","12.9","1.6","14.3","1.5","26.5","2.2","16.0","1.7","18.3","1.5","117873","3860","144397","6444","(X)","(X)","(X)","(X)","(X)","(X)","104854","5126","12.7","1.9","7.9","1.9","12.3","1.7","10.1","1.5","12.4","1.9","17.1","2.0","10.7","1.6","10.5","1.7","3.8","1.1","2.5","0.8","43300","2570","58235","2851","(X)","(X)","(X)","(X)","31.1","(X)"
"5001600US0902","Congressional District 2 (116th Congress), Connecticut","278655","3760","4.4","0.7","2.3","0.4","6.1","0.9","7.6","0.9","10.6","0.9","16.0","1.1","13.8","1.0","19.1","1.1","9.1","0.9","10.9","0.8","80280","2312","103969","3190","33.2","(X)","(X)","(X)","(X)","(X)","181970","4170","1.8","0.6","0.9","0.3","2.7","0.8","5.7","1.0","9.1","1.2","14.7","1.3","15.0","1.5","22.8","1.5","12.6","1.3","14.7","1.2","100156","2971","125215","4478","(X)","(X)","34.0","(X)","(X)","(X)","141731","4455","0.5","0.3","0.3","0.2","2.1","0.9","2.7","0.8","7.1","1.2","13.3","1.4","15.4","1.7","26.2","1.9","14.4","1.6","18.0","1.4","113541","3357","N","N","(X)","(X)","(X)","(X)","(X)","(X)","96685","4425","9.7","1.8","5.2","1.1","13.0","2.1","12.5","2.2","14.0","2.0","19.3","2.1","10.1","1.6","11.1","1.8","2.4","0.8","2.7","0.9","44999","3955","59781","2976","(X)","(X)","(X)","(X)","30.7","(X)"
"5001600US0903","Congressional District 3 (116th Congress), Connecticut","279104","4510","5.6","0.8","4.0","0.8","9.6","1.2","7.3","0.8","10.4","1.1","15.9","1.2","13.0","1.1","15.9","1.1","9.2","0.9","9.0","0.9","70574","2312","95139","3192","38.5","(X)","(X)","(X)","(X)","(X)","169995","4735","2.8","0.8","2.0","0.8","6.4","1.4","6.3","1.1","7.3","1.1","16.1","1.9","13.7","1.4","20.3","1.6","12.4","1.4","12.6","1.5","90094","4013","116281","5142","(X)","(X)","40.9","(X)","(X)","(X)","118030","4329","1.1","0.5","0.9","0.5","3.0","1.3","3.2","1.0","6.5","1.4","14.3","1.9","14.1","1.7","23.7","2.0","16.1","1.7","17.1","2.0","113168","5868","139095","6843","(X)","(X)","(X)","(X)","(X)","(X)","109109","4754","10.5","1.7","7.4","1.7","14.8","2.1","10.0","1.7","15.0","2.4","16.8","1.9","11.3","1.9","7.8","1.3","3.7","0.9","2.8","0.9","41493","1624","58426","3656","(X)","(X)","(X)","(X)","34.3","(X)"
"5001600US0904","Congressional District 4 (116th Congress), Connecticut","263988","4086","4.4","0.7","3.1","0.7","6.3","1.0","4.9","0.7","7.9","0.9","12.5","1.1","9.8","0.9","14.9","1.0","10.6","1.0","25.6","1.2","101646","2482","173416","6285","36.9","(X)","(X)","(X)","(X)","(X)","183483","3987","2.4","0.6","2.3","0.6","4.6","1.1","3.7","0.7","7.1","1.1","11.0","1.3","9.2","1.3","15.1","1.3","12.0","1.3","32.7","1.5","130328","4778","207916","7683","(X)","(X)","37.8","(X)","(X)","(X)","138701","4066","0.4","0.2","0.7","0.4","1.9","0.8","2.3","0.8","4.6","0.9","9.6","1.3","8.9","1.4","16.3","1.5","14.3","1.6","41.1","1.7","166240","5654","249477","9294","(X)","(X)","(X)","(X)","(X)","(X)","80505","4326","10.0","1.9","5.6","1.7","11.2","2.3","7.9","1.5","10.2","1.8","15.3","2.0","10.4","2.0","14.5","1.8","6.6","1.7","8.2","1.7","59261","6280","87998","7789","(X)","(X)","(X)","(X)","32.2","(X)"
"5001600US0905","Congressional District 5 (116th Congress), Connecticut","274556","6578","5.6","0.9","4.2","0.7","7.1","0.9","7.5","1.0","10.5","1.0","15.6","1.1","11.3","1.0","17.1","1.2","9.3","1.1","11.8","0.8","73616","3908","104663","3171","39.9","(X)","(X)","(X)","(X)","(X)","174454","4577","3.1","0.8","2.1","0.7","4.8","1.0","5.5","1.0","8.2","1.1","14.7","1.4","12.0","1.2","21.1","1.6","12.6","1.5","16.0","1.2","99493","4156","126623","4069","(X)","(X)","39.4","(X)","(X)","(X)","127494","4469","0.8","0.5","1.0","0.5","2.6","0.8","3.3","0.9","6.2","1.2","13.9","1.7","12.6","1.4","23.6","2.0","15.3","1.7","20.8","1.6","119088","4350","148587","5244","(X)","(X)","(X)","(X)","(X)","(X)","100102","5328","10.2","1.9","8.3","1.7","11.8","1.7","11.6","1.8","14.8","2.2","17.8","2.0","10.3","1.6","9.1","1.5","2.7","1.1","3.4","0.8","42088","2483","61799","3549","(X)","(X)","(X)","(X)","38.6","(X)"
"5001600US1000","Congressional District (at Large) (116th Congress), Delaware","376239","3536","5.4","0.7","3.6","0.5","7.1","0.8","7.2","0.8","11.9","0.9","18.3","0.9","13.6","1.1","17.0","1.0","8.5","0.8","7.4","0.7","70176","1623","92445","2533","42.0","(X)","(X)","(X)","(X)","(X)","242584","5114","2.7","0.6","2.1","0.5","4.6","1.0","5.5","0.8","10.7","1.1","16.7","1.3","15.6","1.5","21.8","1.3","10.4","1.1","10.0","1.0","87148","2581","109065","3676","(X)","(X)","41.7","(X)","(X)","(X)","177794","4951","0.9","0.4","1.0","0.4","2.8","0.7","4.0","0.7","8.4","1.1","15.8","1.4","16.7","1.7","25.2","1.5","13.0","1.4","12.3","1.2","100609","2942","124535","4650","(X)","(X)","(X)","(X)","(X)","(X)","133655","4802","11.7","1.7","6.5","1.4","12.2","1.5","10.7","1.6","14.7","1.5","20.5","1.7","10.0","1.5","7.5","1.3","3.9","0.9","2.3","0.6","44071","2049","58190","2619","(X)","(X)","(X)","(X)","41.5","(X)"
"5001600US1198","Delegate District (at Large) (116th Congress), District of Columbia","291570","3959","8.0","0.9","3.3","0.7","4.9","0.8","4.6","0.7","8.5","1.0","12.1","1.1","11.0","0.7","16.2","1.0","10.6","0.9","20.7","1.1","92266","2497","135369","3627","29.9","(X)","(X)","(X)","(X)","(X)","124978","5595","5.3","1.2","1.7","0.8","3.1","0.8","4.0","1.0","8.3","1.4","10.4","1.4","8.6","1.2","15.1","1.6","12.8","1.6","30.7","1.9","130291","4504","175610","6684","(X)","(X)","34.1","(X)","(X)","(X)","78331","4062","0.9","0.6","0.2","0.2","0.8","0.4","1.4","0.7","3.3","1.2","6.6","1.3","7.7","1.5","17.3","2.1","16.2","2.3","45.6","3.0","184848","7763","235522","9625","(X)","(X)","(X)","(X)","(X)","(X)","166592","5230","10.6","1.4","4.7","1.0","6.4","1.2","5.0","0.9","8.6","1.4","13.4","1.5","12.9","1.2","17.4","1.4","9.1","1.2","11.9","1.2","76529","2303","101740","3753","(X)","(X)","(X)","(X)","26.1","(X)"
"5001600US1201","Congressional District 1 (116th Congress), Florida","293683","5174","5.4","0.8","3.8","0.7","9.1","0.8","9.7","1.0","14.4","1.3","18.3","1.3","13.9","1.1","14.8","1.2","4.8","0.7","5.7","0.7","58358","2982","79218","2387","32.0","(X)","(X)","(X)","(X)","(X)","187784","5037","2.8","0.8","1.9","0.6","6.4","1.1","8.0","1.3","13.0","1.4","18.8","1.7","16.1","1.4","18.6","1.6","6.6","1.0","7.8","1.0","73908","2919","94512","3328","(X)","(X)","32.0","(X)","(X)","(X)","138572","4719","1.0","0.5","0.9","0.4","2.9","0.8","5.7","1.2","11.0","1.7","19.0","1.8","18.0","1.7","23.1","2.0","8.2","1.2","10.2","1.3","88136","3234","109094","3980","(X)","(X)","(X)","(X)","(X)","(X)","105899","5321","10.7","1.7","7.6","1.6","15.8","1.9","12.6","1.8","17.4","2.4","16.9","2.1","9.4","1.8","7.0","1.5","1.1","0.4","1.7","0.8","36900","1759","48791","3278","(X)","(X)","(X)","(X)","30.7","(X)"
