"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"5001600US0609","Congressional District 9 (116th Congress), California","241764","5129","4.5","0.7","3.3","0.7","7.4","1.0","8.6","1.1","10.8","1.1","17.0","1.4","12.6","1.3","15.9","1.4","10.0","1.2","10.0","1.2","72237","2186","97819","3451","42.4","(X)","(X)","(X)","(X)","(X)","178168","4321","2.7","0.6","1.8","0.6","6.4","1.2","7.1","1.2","9.7","1.1","17.3","1.7","13.2","1.6","18.9","1.7","11.3","1.4","11.6","1.3","82287","2823","108435","4332","(X)","(X)","41.2","(X)","(X)","(X)","127317","5249","1.4","0.6","0.9","0.5","4.1","1.1","5.4","1.3","8.5","1.2","16.2","1.9","12.8","1.8","21.1","2.2","14.1","1.8","15.4","1.8","100872","4838","125496","5483","(X)","(X)","(X)","(X)","(X)","(X)","63596","3933","12.2","2.4","8.6","2.0","12.5","2.4","12.5","2.6","15.0","2.8","16.5","2.3","10.4","2.6","6.5","1.8","2.8","1.2","3.1","1.4","39222","4544","54732","4153","(X)","(X)","(X)","(X)","41.9","(X)"
"5001600US0610","Congressional District 10 (116th Congress), California","238915","3431","4.1","0.7","3.4","0.6","7.4","1.0","8.1","0.9","12.0","1.4","18.5","1.4","13.7","1.3","18.7","1.3","7.7","0.9","6.3","0.8","69647","2710","87678","2711","40.0","(X)","(X)","(X)","(X)","(X)","180732","3793","4.0","0.9","2.0","0.6","5.9","1.0","7.7","1.1","10.9","1.5","17.6","1.5","14.4","1.5","21.0","1.6","9.0","1.1","7.5","0.9","77406","4144","95252","3341","(X)","(X)","40.0","(X)","(X)","(X)","127872","4692","1.1","0.5","1.1","0.6","3.4","0.9","5.6","1.0","9.9","1.9","16.9","1.6","16.2","1.9","25.1","2.1","11.2","1.4","9.4","1.2","91667","4586","109114","4051","(X)","(X)","(X)","(X)","(X)","(X)","58183","3475","7.3","1.9","8.0","1.7","13.6","2.8","10.9","2.2","15.3","2.8","19.3","3.0","10.3","2.0","9.8","2.3","3.1","1.3","2.3","1.4","44503","3916","57481","3850","(X)","(X)","(X)","(X)","36.9","(X)"
"5001600US0611","Congressional District 11 (116th Congress), California","268492","3908","3.5","0.7","3.2","0.8","4.2","0.7","4.9","0.8","6.9","0.8","12.9","1.3","12.0","1.1","19.0","1.4","11.7","1.0","21.6","1.1","103580","3988","149198","5069","34.0","(X)","(X)","(X)","(X)","(X)","188688","4362","2.3","0.7","2.0","0.8","2.8","0.7","4.2","1.0","5.8","1.0","11.7","1.4","12.2","1.3","19.7","1.8","13.1","1.2","26.3","1.5","120600","4591","168421","6325","(X)","(X)","34.1","(X)","(X)","(X)","145031","4209","0.8","0.4","0.7","0.5","2.0","0.6","3.4","1.0","4.1","1.0","9.4","1.3","11.6","1.4","20.4","1.9","15.0","1.6","32.7","1.9","142258","5536","195008","8263","(X)","(X)","(X)","(X)","(X)","(X)","79804","4511","7.3","1.6","6.5","1.6","8.5","1.8","7.5","1.6","10.4","1.8","16.5","2.4","11.1","1.9","15.6","2.3","7.6","1.8","9.0","1.8","64187","5190","94689","8520","(X)","(X)","(X)","(X)","29.6","(X)"
"5001600US0612","Congressional District 12 (116th Congress), California","331958","4953","4.0","0.6","5.4","0.8","4.8","0.7","4.2","0.7","5.7","0.7","10.0","0.8","7.8","0.8","14.7","1.0","11.9","0.9","31.6","1.2","127290","5902","176105","5349","34.3","(X)","(X)","(X)","(X)","(X)","145860","5307","1.9","0.7","2.1","0.7","4.0","0.8","3.4","0.8","5.8","1.1","11.2","1.4","7.5","1.4","15.8","1.4","12.3","1.2","35.9","2.0","144986","5661","200497","9860","(X)","(X)","37.5","(X)","(X)","(X)","110819","4405","0.9","0.5","1.3","0.6","3.8","0.9","2.2","0.7","4.0","1.0","8.0","1.4","6.4","1.2","15.7","1.5","13.8","1.5","43.9","2.3","171472","8360","N","N","(X)","(X)","(X)","(X)","(X)","(X)","186098","5556","5.8","1.1","8.0","1.3","5.6","1.0","5.1","1.0","5.6","1.0","9.5","1.2","7.9","1.0","13.7","1.3","11.5","1.4","27.3","1.8","108331","8076","153188","7319","(X)","(X)","(X)","(X)","30.6","(X)"
"5001600US0613","Congressional District 13 (116th Congress), California","294896","4649","5.8","0.8","4.9","0.8","6.0","0.7","6.2","0.8","8.0","0.7","12.5","1.0","10.1","0.9","17.0","1.1","10.8","0.9","18.8","1.1","91514","3010","126464","3396","33.5","(X)","(X)","(X)","(X)","(X)","158000","4292","3.2","0.9","2.1","0.7","4.0","0.8","5.3","1.0","7.2","1.1","11.3","1.4","10.1","1.2","17.7","1.5","14.1","1.5","25.0","1.7","116724","5959","153329","5002","(X)","(X)","36.8","(X)","(X)","(X)","113855","3808","1.2","0.5","1.2","0.6","2.9","0.8","3.4","0.8","5.9","1.0","9.9","1.5","8.5","1.4","18.5","1.9","16.1","1.7","32.3","2.1","143831","8147","180800","5951","(X)","(X)","(X)","(X)","(X)","(X)","136896","5458","9.0","1.4","8.4","1.5","8.7","1.2","7.6","1.3","9.2","1.2","14.1","1.6","10.2","1.4","15.8","1.6","6.9","1.0","10.2","1.4","61643","2204","90151","4390","(X)","(X)","(X)","(X)","28.7","(X)"
"5001600US0614","Congressional District 14 (116th Congress), California","255130","3834","2.6","0.6","2.1","0.6","4.5","0.8","3.7","0.5","6.5","0.8","10.6","1.1","9.5","1.1","17.5","1.4","12.9","1.3","30.2","1.4","125980","6796","174742","5505","32.2","(X)","(X)","(X)","(X)","(X)","171900","4529","1.1","0.4","0.6","0.4","2.9","0.7","3.2","0.7","5.9","1.1","7.9","1.1","9.6","1.2","19.7","1.7","13.9","1.5","35.1","1.7","147838","5218","197566","7392","(X)","(X)","33.9","(X)","(X)","(X)","132696","4672","0.7","0.4","0.3","0.3","1.8","0.7","2.0","0.6","4.7","1.1","7.1","1.3","8.8","1.4","17.9","1.7","14.4","1.7","42.3","1.9","172564","7914","223194","8028","(X)","(X)","(X)","(X)","(X)","(X)","83230","4109","6.2","1.5","5.4","1.5","8.4","2.0","5.4","1.3","8.5","1.5","15.6","2.4","10.1","1.8","13.7","2.1","9.8","2.0","16.9","2.3","76707","8806","116334","8283","(X)","(X)","(X)","(X)","27.0","(X)"
"5001600US0615","Congressional District 15 (116th Congress), California","254639","4766","2.6","0.5","1.9","0.5","3.9","0.8","3.3","0.6","5.0","0.7","11.1","1.2","11.5","1.1","19.9","1.3","13.8","1.3","26.9","1.2","125018","3027","158378","3448","28.6","(X)","(X)","(X)","(X)","(X)","193393","4151","1.4","0.4","0.8","0.3","2.2","0.6","2.3","0.5","4.8","0.9","9.9","1.2","11.1","1.3","21.2","1.5","15.0","1.4","31.2","1.5","140686","2413","176229","4381","(X)","(X)","29.1","(X)","(X)","(X)","157577","3958","0.8","0.4","0.4","0.2","1.8","0.6","1.8","0.5","3.4","0.7","8.4","1.1","10.4","1.3","20.4","1.5","16.2","1.6","36.4","1.8","156653","6484","N","N","(X)","(X)","(X)","(X)","(X)","(X)","61246","3506","6.9","1.5","5.6","1.4","9.7","2.3","7.1","1.9","8.0","1.9","15.5","2.8","12.7","2.2","15.7","2.4","8.0","1.8","10.7","2.1","70152","7344","91351","6016","(X)","(X)","(X)","(X)","24.7","(X)"
"5001600US0616","Congressional District 16 (116th Congress), California","217249","4061","7.1","0.9","5.5","0.8","11.2","1.3","11.7","1.7","14.0","1.6","17.6","1.4","12.0","1.3","12.7","1.3","4.3","0.7","3.8","0.7","50401","2555","68470","3569","46.7","(X)","(X)","(X)","(X)","(X)","163975","4361","5.7","1.1","3.9","0.9","11.0","1.5","10.8","1.9","14.4","1.8","18.7","1.9","12.7","1.5","13.6","1.4","4.9","0.8","4.4","1.0","55725","3583","73603","4474","(X)","(X)","47.4","(X)","(X)","(X)","99919","4961","1.5","0.6","2.2","0.9","8.7","1.8","9.1","2.2","13.2","2.1","19.5","2.4","13.8","2.2","18.5","2.0","6.8","1.2","6.7","1.5","70174","2915","90455","6779","(X)","(X)","(X)","(X)","(X)","(X)","53274","3560","15.6","2.1","12.9","2.4","15.1","2.9","13.8","2.8","14.1","2.6","12.7","2.2","8.0","2.0","4.9","1.4","1.4","1.0","1.6","1.1","30175","2467","42749","3809","(X)","(X)","(X)","(X)","40.2","(X)"
"5001600US0617","Congressional District 17 (116th Congress), California","264673","4555","2.3","0.6","1.5","0.4","2.9","0.5","3.0","0.5","4.4","0.8","9.7","1.0","8.4","0.9","18.5","1.4","15.3","1.2","33.9","1.4","147671","4264","183186","4737","29.6","(X)","(X)","(X)","(X)","(X)","194850","4648","1.4","0.5","0.5","0.3","2.5","0.6","2.5","0.6","3.4","0.8","9.1","1.1","8.6","1.1","18.1","1.6","16.4","1.4","37.4","1.6","160250","5474","197767","5335","(X)","(X)","29.5","(X)","(X)","(X)","159075","4676","0.9","0.4","0.3","0.2","1.7","0.5","1.7","0.6","2.5","0.7","7.5","1.0","7.6","1.1","17.4","1.7","17.6","1.6","42.7","1.9","175929","5247","216859","6411","(X)","(X)","(X)","(X)","(X)","(X)","69823","3946","5.7","1.7","4.4","1.2","4.6","1.1","5.7","1.5","7.6","2.0","11.6","2.2","8.2","1.6","19.5","2.6","11.7","1.8","21.1","2.4","104198","11976","132121","6928","(X)","(X)","(X)","(X)","27.4","(X)"
"5001600US0618","Congressional District 18 (116th Congress), California","271858","4858","2.4","0.5","2.2","0.5","2.6","0.5","3.6","0.7","5.9","0.8","9.5","0.9","9.0","0.8","14.9","1.0","11.7","1.0","38.1","1.4","149375","4909","219655","6475","28.7","(X)","(X)","(X)","(X)","(X)","187525","4710","1.1","0.4","0.6","0.3","1.2","0.4","2.3","0.5","5.1","1.0","8.4","1.2","9.2","1.2","13.9","1.2","12.5","1.2","45.6","1.7","181863","9137","256095","8035","(X)","(X)","28.4","(X)","(X)","(X)","154243","4658","0.4","0.2","0.5","0.3","1.0","0.4","1.7","0.5","4.0","0.9","5.6","0.9","8.2","1.2","13.2","1.3","13.1","1.2","52.4","1.9","208648","7948","285964","9757","(X)","(X)","(X)","(X)","(X)","(X)","84333","4151","5.5","1.4","6.0","1.4","6.0","1.4","7.0","1.4","8.8","1.6","12.4","1.8","9.4","2.0","16.3","2.1","9.1","1.8","19.5","2.1","82868","5596","129293","7021","(X)","(X)","(X)","(X)","26.4","(X)"
"5001600US0619","Congressional District 19 (116th Congress), California","228533","4498","2.5","0.5","2.8","0.6","4.8","0.8","5.6","0.9","7.2","0.9","12.8","1.1","10.8","1.0","17.8","1.3","12.9","1.1","22.7","1.1","107240","5228","144010","3933","35.4","(X)","(X)","(X)","(X)","(X)","162042","4590","1.4","0.5","1.2","0.4","3.5","0.7","5.1","0.8","6.1","1.0","13.3","1.3","11.2","1.3","17.8","1.6","14.2","1.3","26.3","1.5","120028","3425","159701","5349","(X)","(X)","36.7","(X)","(X)","(X)","119314","4458","0.9","0.4","0.6","0.3","3.3","0.8","3.5","0.9","4.5","0.9","10.4","1.2","9.9","1.3","18.3","1.8","15.3","1.6","33.3","1.8","144476","7827","184050","7348","(X)","(X)","(X)","(X)","(X)","(X)","66491","3572","6.2","1.7","7.3","1.7","8.9","1.9","7.7","1.9","10.4","1.9","12.8","2.4","10.6","2.0","16.3","2.5","9.4","2.0","10.3","1.7","67176","6320","94702","6177","(X)","(X)","(X)","(X)","29.8","(X)"
"5001600US0620","Congressional District 20 (116th Congress), California","231132","3716","3.4","0.6","2.7","0.7","7.9","1.0","6.9","1.1","10.6","1.2","14.7","1.3","14.5","1.5","18.1","1.2","8.8","1.0","12.5","0.9","80461","2187","109547","3907","34.8","(X)","(X)","(X)","(X)","(X)","160477","4597","3.3","0.8","1.4","0.6","5.9","1.0","6.7","1.3","10.1","1.4","14.4","1.6","14.8","1.8","19.6","1.4","9.5","1.2","14.5","1.2","88653","3806","117322","4361","(X)","(X)","35.1","(X)","(X)","(X)","114162","4084","1.4","0.6","0.4","0.3","3.6","1.0","5.6","1.3","8.3","1.4","12.1","1.9","15.8","2.1","22.8","1.9","11.3","1.4","18.7","1.5","103333","3644","136628","5912","(X)","(X)","(X)","(X)","(X)","(X)","70655","3251","6.2","1.5","7.0","1.8","12.7","2.1","9.1","2.1","12.9","2.8","15.6","2.3","11.4","2.2","12.2","2.2","6.0","1.3","6.8","1.5","52382","4600","82257","6594","(X)","(X)","(X)","(X)","31.1","(X)"
"5001600US0621","Congressional District 21 (116th Congress), California","196617","5271","7.5","1.2","4.9","0.9","14.3","1.6","12.8","1.7","14.0","1.7","18.3","1.7","11.1","1.3","10.3","1.2","4.2","0.8","2.5","0.5","46037","1798","61549","2104","39.4","(X)","(X)","(X)","(X)","(X)","153254","4841","6.2","1.2","3.0","0.8","12.3","1.6","13.9","2.1","14.6","2.0","19.5","2.0","12.2","1.5","10.7","1.3","4.7","1.0","2.7","0.7","49883","2511","64853","2123","(X)","(X)","40.5","(X)","(X)","(X)","100634","4575","2.8","1.0","1.3","0.6","9.7","1.8","11.9","2.4","14.6","2.4","21.0","2.3","14.9","2.0","13.2","1.7","6.3","1.4","4.1","1.0","60883","1993","76363","3079","(X)","(X)","(X)","(X)","(X)","(X)","43363","3930","16.3","3.5","12.2","2.8","22.0","4.3","12.4","3.2","9.3","1.9","12.4","3.4","5.6","2.0","6.8","2.8","1.8","1.6","1.0","0.9","24735","2312","42372","6187","(X)","(X)","(X)","(X)","31.5","(X)"
"5001600US0622","Congressional District 22 (116th Congress), California","250996","4239","5.1","0.8","3.6","0.7","6.7","0.8","9.3","1.1","12.5","1.1","18.2","1.6","13.6","1.5","16.6","1.3","8.3","0.9","5.9","0.7","66532","2542","85993","2780","44.4","(X)","(X)","(X)","(X)","(X)","186913","5026","3.7","0.8","2.5","0.8","6.3","1.3","9.2","1.3","12.4","1.4","18.0","1.9","14.2","1.6","17.4","1.5","9.2","1.1","7.1","0.8","72128","2058","92377","3256","(X)","(X)","45.9","(X)","(X)","(X)","130351","4792","1.3","0.5","1.1","0.6","4.0","0.9","7.1","1.5","10.4","1.5","18.3","2.6","14.6","2.0","21.6","2.0","12.1","1.5","9.5","1.2","86434","5037","108702","4469","(X)","(X)","(X)","(X)","(X)","(X)","64083","4326","11.5","2.3","8.0","1.7","11.4","2.1","11.4","2.3","12.4","2.1","16.6","2.6","12.3","2.3","10.4","2.2","4.2","1.6","1.9","0.7","43099","4173","58468","3516","(X)","(X)","(X)","(X)","36.1","(X)"
"5001600US0623","Congressional District 23 (116th Congress), California","247660","5415","4.8","0.8","6.8","1.2","9.4","1.2","8.0","1.0","11.2","1.3","16.8","1.5","11.4","1.1","16.6","1.4","8.7","1.1","6.3","1.0","63550","2736","85125","3365","33.5","(X)","(X)","(X)","(X)","(X)","175427","5462","4.2","0.9","3.8","0.9","7.0","1.3","7.2","1.2","11.1","1.4","16.3","1.9","12.6","1.5","19.2","1.7","10.6","1.3","8.1","1.3","75918","3772","96395","4248","(X)","(X)","35.0","(X)","(X)","(X)","122073","5168","1.8","0.7","2.1","1.0","3.4","0.9","5.5","1.4","9.9","1.8","16.4","2.2","13.7","1.8","22.8","2.1","13.5","1.7","10.9","1.8","92924","4915","113079","5920","(X)","(X)","(X)","(X)","(X)","(X)","72233","4886","8.5","1.9","15.5","2.7","15.8","2.6","10.3","1.7","13.2","2.6","15.3","2.3","8.9","1.8","8.0","2.0","2.6","1.1","1.8","1.4","34898","5010","52186","4761","(X)","(X)","(X)","(X)","27.8","(X)"
"5001600US0624","Congressional District 24 (116th Congress), California","257087","3617","4.9","0.7","3.0","0.6","6.7","0.9","6.3","0.8","12.3","1.2","15.9","1.3","13.1","1.1","17.8","1.3","8.3","0.9","11.6","0.9","76308","2721","106618","3529","36.2","(X)","(X)","(X)","(X)","(X)","161157","4711","2.5","0.7","0.9","0.4","4.6","1.1","4.6","0.9","10.9","1.3","16.0","1.5","14.2","1.4","21.0","1.7","10.8","1.3","14.5","1.2","93557","4505","123720","4682","(X)","(X)","35.7","(X)","(X)","(X)","121510","4435","1.5","0.6","0.5","0.3","2.8","0.9","3.4","0.9","9.0","1.6","14.2","1.7","14.7","1.8","22.9","2.1","12.9","1.6","18.1","1.6","107595","5614","139944","5588","(X)","(X)","(X)","(X)","(X)","(X)","95930","4414","10.0","1.7","6.7","1.4","11.7","1.9","9.9","1.5","14.4","2.0","18.0","2.1","9.4","1.6","11.0","1.6","3.0","0.9","5.9","1.5","46270","2765","71512","5498","(X)","(X)","(X)","(X)","34.8","(X)"
"5001600US0625","Congressional District 25 (116th Congress), California","221082","4585","4.3","0.8","2.4","0.6","6.1","0.9","5.8","0.9","10.2","1.3","15.8","1.3","13.9","1.1","18.8","1.4","10.9","1.0","11.9","0.9","84670","3098","109113","3350","34.0","(X)","(X)","(X)","(X)","(X)","170869","3735","3.0","0.8","1.1","0.4","5.0","1.2","5.0","0.8","8.9","1.2","15.4","1.3","14.5","1.3","21.2","1.7","12.7","1.2","13.2","1.0","93377","3518","118894","3962","(X)","(X)","33.9","(X)","(X)","(X)","126536","3790","1.9","0.8","0.8","0.4","3.6","1.1","2.9","0.7","7.1","1.1","14.3","1.6","15.5","1.6","22.6","1.9","15.2","1.6","16.2","1.2","106156","3807","133331","4815","(X)","(X)","(X)","(X)","(X)","(X)","50213","3585","9.0","2.4","7.4","2.2","11.5","2.5","10.1","2.5","14.9","2.9","18.7","2.9","11.1","2.1","9.2","1.7","3.4","1.0","4.5","1.6","46019","3278","64728","4673","(X)","(X)","(X)","(X)","30.1","(X)"
"5001600US0626","Congressional District 26 (116th Congress), California","227406","3192","3.1","0.7","2.0","0.6","5.2","0.7","5.5","0.7","9.3","1.0","14.2","1.2","15.1","1.3","20.0","1.4","11.6","1.1","14.0","1.0","91602","2218","120502","3251","39.7","(X)","(X)","(X)","(X)","(X)","164751","4079","1.9","0.5","0.6","0.3","4.0","0.9","5.4","0.8","9.2","1.2","12.5","1.4","14.7","1.5","21.5","1.6","13.4","1.3","16.7","1.2","101804","2262","133417","3881","(X)","(X)","39.2","(X)","(X)","(X)","125329","4256","0.8","0.4","0.4","0.3","2.2","0.6","3.3","0.7","7.6","1.3","11.5","1.5","14.8","1.7","24.2","1.9","14.4","1.3","20.7","1.6","115469","4396","149908","4840","(X)","(X)","(X)","(X)","(X)","(X)","62655","3476","8.0","2.1","5.4","1.8","10.2","1.8","8.0","2.0","9.7","1.9","15.7","2.8","16.7","2.6","14.6","2.4","6.7","1.6","5.0","1.1","62529","5559","78903","4576","(X)","(X)","(X)","(X)","38.6","(X)"
"5001600US0627","Congressional District 27 (116th Congress), California","243697","5093","4.6","0.7","2.9","0.6","5.3","0.7","5.3","0.7","7.4","0.7","16.2","1.1","13.1","1.0","19.0","1.3","11.0","0.8","15.2","1.1","90792","1864","121654","3285","38.5","(X)","(X)","(X)","(X)","(X)","170196","3810","2.4","0.6","1.0","0.4","4.7","0.8","5.1","0.8","7.5","1.1","15.1","1.3","12.5","1.2","19.9","1.6","12.8","1.0","18.9","1.4","101876","3049","137527","4300","(X)","(X)","40.4","(X)","(X)","(X)","125411","3859","1.6","0.6","0.9","0.4","3.2","0.7","4.0","0.9","5.9","1.0","13.4","1.4","11.2","1.3","21.0","1.7","14.9","1.2","23.8","1.7","122848","5290","155832","5365","(X)","(X)","(X)","(X)","(X)","(X)","73501","4437","10.4","1.8","7.7","1.6","7.7","1.7","6.7","1.2","8.8","1.5","19.2","2.3","13.7","2.1","14.2","1.9","5.9","1.3","5.5","1.2","57471","4556","77654","4282","(X)","(X)","(X)","(X)","31.3","(X)"
"5001600US0628","Congressional District 28 (116th Congress), California","295486","5376","6.2","0.8","5.4","0.9","8.1","0.8","6.5","0.8","10.0","1.0","14.1","1.1","11.9","1.0","17.1","1.0","7.7","0.8","13.1","0.8","74431","3026","107551","2636","37.2","(X)","(X)","(X)","(X)","(X)","151008","4700","3.1","0.8","1.8","0.7","7.0","1.1","6.9","1.1","8.8","1.4","13.5","1.4","12.1","1.5","18.2","1.4","10.6","1.4","17.9","1.4","94090","3678","131433","4759","(X)","(X)","40.4","(X)","(X)","(X)","111256","4517","1.8","0.8","1.2","0.6","7.0","1.2","5.6","1.2","8.1","1.7","12.1","1.6","12.3","1.8","18.3","1.8","11.8","1.7","21.9","1.8","103660","5693","146973","6605","(X)","(X)","(X)","(X)","(X)","(X)","144478","5075","10.0","1.4","9.1","1.7","9.1","1.2","6.5","1.0","11.2","1.4","15.1","1.5","11.7","1.3","15.6","1.6","4.6","0.8","7.0","1.0","55675","4671","79554","3433","(X)","(X)","(X)","(X)","33.4","(X)"
"5001600US0629","Congressional District 29 (116th Congress), California","211871","5838","5.6","0.9","5.6","0.7","9.0","0.9","8.2","1.0","12.9","1.2","18.6","1.6","13.1","1.0","15.1","1.1","6.0","0.8","6.0","0.9","60970","1539","79657","3058","46.8","(X)","(X)","(X)","(X)","(X)","151967","4327","4.2","0.9","3.2","0.7","8.6","1.2","8.1","1.2","13.8","1.2","18.8","1.7","13.3","1.4","17.1","1.5","6.4","0.9","6.5","1.0","65679","2413","83944","2961","(X)","(X)","47.7","(X)","(X)","(X)","94505","4163","2.5","0.7","1.6","0.8","6.6","1.4","7.2","1.3","11.4","1.4","18.4","1.9","14.6","1.7","20.0","2.0","8.8","1.4","8.9","1.4","78621","5433","98040","3925","(X)","(X)","(X)","(X)","(X)","(X)","59904","3689","11.5","2.0","12.7","2.1","13.0","2.3","8.1","1.7","12.0","2.5","18.4","3.0","9.9","1.9","8.5","1.4","3.2","1.2","2.7","1.1","39316","3429","58190","5979","(X)","(X)","(X)","(X)","38.5","(X)"
"5001600US0630","Congressional District 30 (116th Congress), California","282925","7591","4.0","0.7","3.5","0.6","6.1","0.8","6.0","0.8","9.2","1.0","13.9","1.1","12.4","0.9","18.6","1.1","9.9","0.8","16.4","1.0","89460","3785","126258","4241","40.9","(X)","(X)","(X)","(X)","(X)","177282","6025","1.4","0.5","1.6","0.5","3.8","0.8","5.6","1.1","7.5","1.2","13.2","1.4","13.0","1.3","19.5","1.5","12.6","1.0","21.8","1.5","108603","5672","149944","5610","(X)","(X)","43.2","(X)","(X)","(X)","130635","5545","0.9","0.4","0.9","0.5","2.7","0.7","4.0","1.1","5.8","1.1","11.3","1.6","12.0","1.4","20.9","1.7","14.9","1.4","26.7","1.9","125156","4412","171062","6651","(X)","(X)","(X)","(X)","(X)","(X)","105643","5373","8.5","1.9","6.9","1.3","10.6","1.8","7.7","1.6","12.7","1.8","15.1","2.0","12.6","1.8","15.7","2.3","4.5","0.9","5.7","1.1","53378","4291","79800","5438","(X)","(X)","(X)","(X)","35.9","(X)"
"5001600US0631","Congressional District 31 (116th Congress), California","229969","5252","5.3","1.0","3.8","0.6","6.5","0.8","8.3","1.3","12.1","1.3","16.6","1.5","14.4","1.5","17.6","1.5","7.6","1.0","7.8","0.9","70554","3148","89857","2548","37.2","(X)","(X)","(X)","(X)","(X)","168743","4501","4.1","0.9","2.2","0.7","5.9","1.1","8.5","1.4","11.4","1.3","16.0","1.7","15.7","1.7","18.4","1.8","8.4","1.2","9.2","1.2","77094","3182","96323","3061","(X)","(X)","38.9","(X)","(X)","(X)","112735","4432","1.6","0.7","1.3","0.5","4.1","1.0","6.5","1.6","9.5","1.6","14.7","2.0","16.9","2.2","22.6","2.5","10.3","1.6","12.6","1.7","93226","3774","113095","4143","(X)","(X)","(X)","(X)","(X)","(X)","61226","4659","10.4","2.5","9.3","1.9","11.5","2.0","8.8","1.8","13.9","2.8","16.2","2.5","10.6","2.4","13.0","2.8","3.0","1.1","3.2","1.4","42613","5437","62074","5282","(X)","(X)","(X)","(X)","28.0","(X)"
"5001600US0632","Congressional District 32 (116th Congress), California","202442","3850","3.6","0.7","4.9","0.8","8.0","1.0","7.8","1.1","11.7","1.3","16.3","1.2","14.7","1.2","18.6","1.3","7.9","0.9","6.4","0.8","71136","2572","87105","2547","35.3","(X)","(X)","(X)","(X)","(X)","152023","3289","2.0","0.6","2.6","0.8","6.4","0.9","7.2","1.2","11.1","1.5","17.9","1.6","15.4","1.4","21.1","1.7","9.0","1.0","7.4","1.0","79057","3057","94858","2867","(X)","(X)","37.0","(X)","(X)","(X)","99986","3452","1.0","0.4","1.5","0.6","5.6","1.0","6.0","1.3","10.8","1.7","15.4","1.8","15.9","1.8","23.0","1.8","11.1","1.3","9.8","1.4","88831","4704","106454","3993","(X)","(X)","(X)","(X)","(X)","(X)","50419","3546","10.3","2.2","12.5","2.6","13.3","2.2","11.9","2.5","13.1","2.5","14.8","2.4","11.3","2.2","8.1","1.9","3.2","1.2","1.5","0.8","36124","2342","53110","4694","(X)","(X)","(X)","(X)","26.0","(X)"
